"ID del Tweet","Enlace permanente de Tweet","Texto del Tweet","tiempo","impresiones","interacciones","tasa de interacción","retweets","respuestas","me gusta","clics de perfil de usuario","clics en URL","clics de etiquetas","ampliaciones de detalles","clics en enlaces permanentes","Se abre la aplicación","descargas de app","seguimientos","enviar Tweet por correo electrónico","marcar teléfono","visualizaciones multimedia","interacciones con el contenido multimedia","impresiones promocionado","interacciones promocionado","tasa de interacción promocionado","retweets promocionado","respuestas promocionado","me gusta promocionado","clics de perfil de usuario promocionado","clics en URL promocionado","clics de etiquetas promocionado","ampliaciones de detalles promocionado","clics en enlaces permanentes promocionado","Se abre la aplicación promocionado","descargas de app promocionado","seguimientos promocionado","enviar Tweet por correo electrónico promocionado","marcar teléfono promocionado","visualizaciones multimedia promocionado","interacciones con el contenido multimedia promocionado"
"803867467089145857","https://twitter.com/EnriqueOnieva/status/803867467089145857","China presenta un 'pandarraíl' suspendido que funciona con baterías https://t.co/2zkzOsWAoG","2016-11-30 07:45 +0000","135.0","5.0","0.037037037037037035","2.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803841168660369408","https://twitter.com/EnriqueOnieva/status/803841168660369408","147 palabras en inglés, en lugar de ""very"" - 147 Words to Use Instead of ""Very"" (Infographic) https://t.co/PgtSqqhRwK vía @GrammarUpdates","2016-11-30 06:00 +0000","146.0","3.0","0.02054794520547945","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803505077138968576","https://twitter.com/EnriqueOnieva/status/803505077138968576","Ejemplos interesantes sobre el uso de ggplot2 en R. ""Plotting individual observations and group means with ggplot2"" https://t.co/8nEIYdzqv4","2016-11-29 07:45 +0000","151.0","2.0","0.013245033112582781","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803481161712418817","https://twitter.com/EnriqueOnieva/status/803481161712418817","The first commercial delivery made by a self-driving truck was 2,000 cases of Budweiser beer. https://t.co/vklhflKStn","2016-11-29 06:10 +0000","154.0","1.0","0.006493506493506494","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803145192337539072","https://twitter.com/EnriqueOnieva/status/803145192337539072","Librería en R para hacer scatter plots interactivos. scatterD3 : a Visual Guide https://t.co/0z8xSHmmzc","2016-11-28 07:55 +0000","123.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803117526418911232","https://twitter.com/EnriqueOnieva/status/803117526418911232","Two New Utilities to Boost Your Data Science Productivity https://t.co/rrFFTT5Q1r","2016-11-28 06:05 +0000","178.0","3.0","0.016853932584269662","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802055523608629248","https://twitter.com/EnriqueOnieva/status/802055523608629248","Deep Learning - A Non-Technical Introduction https://t.co/ERMCSOWkS7 vía @SlideShare","2016-11-25 07:45 +0000","241.0","2.0","0.008298755186721992","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802031614058524672","https://twitter.com/EnriqueOnieva/status/802031614058524672","NavLab, un coche autónomo de 1986 #coches #seguridad https://t.co/3dVZbUvSzk","2016-11-25 06:10 +0000","233.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"801667960255500288","https://twitter.com/EnriqueOnieva/status/801667960255500288","Existe un ""botón"" del placer que muy pocos seres humanos conocen. Esta es la razón https://t.co/vF8Jzq3jSDñol_twitter","2016-11-24 06:05 +0000","294.0","5.0","0.017006802721088437","0.0","0.0","1.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"801306840806068224","https://twitter.com/EnriqueOnieva/status/801306840806068224","El secretismo del coche autónomo de Google lleva a su creador a la competencia - MIT Tech. Review https://t.co/STafVqWRkb vía @techreview_es","2016-11-23 06:10 +0000","316.0","2.0","0.006329113924050633","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
