"ID del Tweet","Enlace permanente de Tweet","Texto del Tweet","tiempo","impresiones","interacciones","tasa de interacción","retweets","respuestas","me gusta","clics de perfil de usuario","clics en URL","clics de etiquetas","ampliaciones de detalles","clics en enlaces permanentes","Se abre la aplicación","descargas de app","seguimientos","enviar Tweet por correo electrónico","marcar teléfono","visualizaciones multimedia","interacciones con el contenido multimedia","impresiones promocionado","interacciones promocionado","tasa de interacción promocionado","retweets promocionado","respuestas promocionado","me gusta promocionado","clics de perfil de usuario promocionado","clics en URL promocionado","clics de etiquetas promocionado","ampliaciones de detalles promocionado","clics en enlaces permanentes promocionado","Se abre la aplicación promocionado","descargas de app promocionado","seguimientos promocionado","enviar Tweet por correo electrónico promocionado","marcar teléfono promocionado","visualizaciones multimedia promocionado","interacciones con el contenido multimedia promocionado"
"834505610347569159","https://twitter.com/EnriqueOnieva/status/834505610347569159","Más sobre esos nativos digitales que no existen https://t.co/Sa1CWeMKOB by @edans","2017-02-22 20:50 +0000","221.0","3.0","0.013574660633484163","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834479191408177152","https://twitter.com/EnriqueOnieva/status/834479191408177152","How Do Students Use Stack Overflow? – Stack Overflow Blog  https://t.co/FeY2o3epKd  https://t.co/WJh5Saq0ic","2017-02-22 19:05 +0000","209.0","1.0","0.004784688995215311","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834450300660543488","https://twitter.com/EnriqueOnieva/status/834450300660543488","Naive Bayes Classification in R (Part 1) https://t.co/RhF2AxXS9R vía @wordpressdotcom - and (Part 2) https://t.co/NTUoJEvPUN","2017-02-22 17:10 +0000","193.0","1.0","0.0051813471502590676","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834141971090391042","https://twitter.com/EnriqueOnieva/status/834141971090391042","El curioso origen y significado de los símbolos de los naipes https://t.co/L8LT52bTuB #brandemia by @modesto_garcia","2017-02-21 20:45 +0000","183.0","1.0","0.00546448087431694","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834085756880699393","https://twitter.com/EnriqueOnieva/status/834085756880699393","Google's “DeepMind' AI Understands The Benefits Of Betrayal via @IFLScience: https://t.co/cjJ3WpiAI8","2017-02-21 17:01 +0000","190.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"833946898327359488","https://twitter.com/EnriqueOnieva/status/833946898327359488","Last 2 weeks to apply: DIRS-COFUND 3 year pre-doctoral positions. My Proposal: ""Ensemble Data Mining..."" (March,7th) https://t.co/o9IFtJoCeP","2017-02-21 07:50 +0000","279.0","2.0","0.007168458781362007","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"833782103368163328","https://twitter.com/EnriqueOnieva/status/833782103368163328","The Anti-Vaxx Vaccine https://t.co/hHBBJ5ke8L by @optipess 
https://t.co/B35i94zn2l","2017-02-20 20:55 +0000","160.0","1.0","0.00625","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"833754403266035712","https://twitter.com/EnriqueOnieva/status/833754403266035712","Tidy Text Mining of David Bowie's Lyrics https://t.co/gJpGnfns6T via @MangoTheCat","2017-02-20 19:05 +0000","182.0","1.0","0.005494505494505495","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"833726781291102208","https://twitter.com/EnriqueOnieva/status/833726781291102208","Informe sobre los 2578 problemas ocurridos con coches autónomos en 2016 Ciencia explicada-  https://t.co/SSSKySMyC9  https://t.co/R8zD3xykuO","2017-02-20 17:15 +0000","142.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"832692412271128577","https://twitter.com/EnriqueOnieva/status/832692412271128577","Cómo reCaptcha sabe que ""eres un humano y no un robot"" con solo marcar una casilla https://t.co/5Mdm7TqATD vía @genbeta","2017-02-17 20:45 +0000","334.0","9.0","0.02694610778443114","1.0","0.0","1.0","0.0","7.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"832662225307500544","https://twitter.com/EnriqueOnieva/status/832662225307500544","From Descriptive to Prescriptive Analytics – Florian Teschner – YaDS (Yet another Data Scientist) https://t.co/zK6h8ZGFZ9","2017-02-17 18:45 +0000","350.0","1.0","0.002857142857142857","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
