"ID del Tweet","Enlace permanente de Tweet","Texto del Tweet","tiempo","impresiones","interacciones","tasa de interacción","retweets","respuestas","me gusta","clics de perfil de usuario","clics en URL","clics de etiquetas","ampliaciones de detalles","clics en enlaces permanentes","Se abre la aplicación","descargas de app","seguimientos","enviar Tweet por correo electrónico","marcar teléfono","visualizaciones multimedia","interacciones con el contenido multimedia","impresiones promocionado","interacciones promocionado","tasa de interacción promocionado","retweets promocionado","respuestas promocionado","me gusta promocionado","clics de perfil de usuario promocionado","clics en URL promocionado","clics de etiquetas promocionado","ampliaciones de detalles promocionado","clics en enlaces permanentes promocionado","Se abre la aplicación promocionado","descargas de app promocionado","seguimientos promocionado","enviar Tweet por correo electrónico promocionado","marcar teléfono promocionado","visualizaciones multimedia promocionado","interacciones con el contenido multimedia promocionado"
"858208598526234624","https://twitter.com/EnriqueOnieva/status/858208598526234624","#BuyMyVitara - Suzuki Vitara '96 for sale https://t.co/fOsLfcYz2H vía @YouTube","2017-04-29 06:37 +0000","197.0","1.0","0.005076142131979695","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857477138576027648","https://twitter.com/EnriqueOnieva/status/857477138576027648","Genial: Instrucciones de Ikea para distinguir su bolsa de un bolso de Balenciaga: ""Si cruje, es la verdadera"" https://t.co/oAk0EEtzCo","2017-04-27 06:10 +0000","728.0","23.0","0.03159340659340659","3.0","0.0","2.0","1.0","14.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857171176698892288","https://twitter.com/EnriqueOnieva/status/857171176698892288","Guía para comenzar con algoritmos de Machine Learning - https://t.co/q18GYiE9eo via @deustoData","2017-04-26 09:55 +0000","746.0","13.0","0.01742627345844504","4.0","0.0","4.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857130914782040065","https://twitter.com/EnriqueOnieva/status/857130914782040065","La inteligencia artificial también reproduce el mal - Quo https://t.co/L8Rn8DaMu2 vía @QuoRevista","2017-04-26 07:15 +0000","85.0","1.0","0.011764705882352941","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"856927085625044994","https://twitter.com/EnriqueOnieva/status/856927085625044994","El peso de la mediocridad https://t.co/qOIg7ppNT1","2017-04-25 17:45 +0000","1049.0","44.0","0.04194470924690181","3.0","0.0","1.0","1.0","33.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"856901927963168768","https://twitter.com/EnriqueOnieva/status/856901927963168768","Física de emergencia: Cuando te sacan a rastras de un avión https://t.co/PjGHoexNEd vía @MientrasEnFisic","2017-04-25 16:05 +0000","2979.0","36.0","0.012084592145015106","4.0","0.0","4.0","4.0","21.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"856837713592496129","https://twitter.com/EnriqueOnieva/status/856837713592496129","La silenciosa revolución del Machine Learning  @lavanguardia https://t.co/muCERKoA0O","2017-04-25 11:50 +0000","462.0","2.0","0.004329004329004329","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"856418726480146432","https://twitter.com/EnriqueOnieva/status/856418726480146432","Machine learning methods (infographic)  https://t.co/fXoLDOljPO","2017-04-24 08:05 +0000","99.0","1.0","0.010101010101010102","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"856398593896402944","https://twitter.com/EnriqueOnieva/status/856398593896402944","Reproducible Data Science with R by @RevolutionR #datascience #r https://t.co/HgoJf7QlLC vía @SlideShare","2017-04-24 06:45 +0000","96.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"854045594712780801","https://twitter.com/EnriqueOnieva/status/854045594712780801","Turistificación: Los pisos turísticos devoran la ciudad: consecuencias del efecto Airbnb | Público https://t.co/FpfsnC7tm3","2017-04-17 18:55 +0000","137.0","1.0","0.0072992700729927005","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
