"ID del Tweet","Enlace permanente de Tweet","Texto del Tweet","tiempo","impresiones","interacciones","tasa de interacción","retweets","respuestas","me gusta","clics de perfil de usuario","clics en URL","clics de etiquetas","ampliaciones de detalles","clics en enlaces permanentes","Se abre la aplicación","descargas de app","seguimientos","enviar Tweet por correo electrónico","marcar teléfono","visualizaciones multimedia","interacciones con el contenido multimedia","impresiones promocionado","interacciones promocionado","tasa de interacción promocionado","retweets promocionado","respuestas promocionado","me gusta promocionado","clics de perfil de usuario promocionado","clics en URL promocionado","clics de etiquetas promocionado","ampliaciones de detalles promocionado","clics en enlaces permanentes promocionado","Se abre la aplicación promocionado","descargas de app promocionado","seguimientos promocionado","enviar Tweet por correo electrónico promocionado","marcar teléfono promocionado","visualizaciones multimedia promocionado","interacciones con el contenido multimedia promocionado"
"889388022206267392","https://twitter.com/EnriqueOnieva/status/889388022206267392","@alrayon Mola","2017-07-24 07:33 +0000","38.0","1.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"888296877795532800","https://twitter.com/EnriqueOnieva/status/888296877795532800","80 Data Visualizations Examples Using Location Data and Maps https://t.co/xomMvuY5vy vía @CARTO","2017-07-21 07:17 +0000","321.0","11.0","0.03426791277258567","0.0","0.0","2.0","0.0","9.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"888082405524987904","https://twitter.com/EnriqueOnieva/status/888082405524987904","Un Tesla «troleando» carreras callejeras #coches https://t.co/VRX5iJSuPX","2017-07-20 17:05 +0000","162.0","2.0","0.012345679012345678","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"887930245369794560","https://twitter.com/EnriqueOnieva/status/887930245369794560","Machine Learning Explained: supervised learning, unsupervised learning, and reinforcement learning https://t.co/YIOWNvIcvN","2017-07-20 07:00 +0000","148.0","1.0","0.006756756756756757","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"887908051524694016","https://twitter.com/EnriqueOnieva/status/887908051524694016","El futuro no es eso que cuentan en las charlas TED https://t.co/2SkXnzsV0t vía @next_ciencia","2017-07-20 05:32 +0000","145.0","2.0","0.013793103448275862","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"887189013274263552","https://twitter.com/EnriqueOnieva/status/887189013274263552","A Complete Tutorial on Time Series Modeling in R https://t.co/e56WgdV6o5 vía @analyticsvidhya","2017-07-18 05:55 +0000","123.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"886873568398716928","https://twitter.com/EnriqueOnieva/status/886873568398716928","Udacity open sources its self-driving car simulator for anyone to use https://t.co/52bITkbsPJ vía @techcrunch","2017-07-17 09:01 +0000","155.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"886627104900755456","https://twitter.com/EnriqueOnieva/status/886627104900755456","¿Y si Clint Eastwood tuviera razón? Hacia una sociedad adolescente https://t.co/589Iohbh94 vía @voz_opinion","2017-07-16 16:42 +0000","113.0","2.0","0.017699115044247787","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"886560170003877888","https://twitter.com/EnriqueOnieva/status/886560170003877888","Comunicando los resultados de Big Data eficientemente - https://t.co/Ztnr7lKhGS via @deustodata","2017-07-16 12:16 +0000","146.0","1.0","0.00684931506849315","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"885981309755174912","https://twitter.com/EnriqueOnieva/status/885981309755174912","""If you snooze on your ideas, somebody else just might make them..."" https://t.co/uMiQvtevH2 #comics","2017-07-14 21:56 +0000","100.0","4.0","0.04","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
